1974,11,80,18,23
1974,12,68,10,23
1975,1,162,23,23
1975,2,56,15,15
1975,3,34,7,12
1975,4,42,7,16
1975,5,32,9,11
1975,6,20,4,12
1975,7,186,83,17
1975,8,42,11,15
1975,9,139,25,19
1975,10,204,86,17
1975,11,56,8,19
1975,12,31,19,11
1976,1,90,25,18
1976,2,67,8,22
1976,3,111,23,19
1976,4,20,16,6
1976,5,113,37,22
1976,6,51,15,15
1976,7,92,16,13
1976,8,14,5,7
1976,9,106,18,16
1976,10,209,26,24
1976,11,104,16,18
1976,12,147,23,19
1977,1,162,31,20
1977,2,237,24,24
1977,3,149,24,25
1977,4,39,10,18
1977,5,40,10,15
1977,6,36,9,12
1977,7,30,10,12
1977,8,125,24,14
1977,9,69,23,14
1977,10,222,51,28
1977,11,92,28,18
1977,12,204,34,23
1978,1,106,28,22
1978,2,166,33,23
1978,3,100,12,24
1978,4,99,44,11
1978,5,25,8,7
1978,6,59,15,15
1978,7,82,31,14
1978,8,114,19,13
1978,9,44,22,11
1978,10,49,21,12
1978,11,96,12,22
1978,12,265,46,24
1979,1,112,18,21
1979,2,191,36,17
1979,3,102,39,24
1979,4,39,12,14
1979,5,103,14,20
1979,6,67,18,14
1979,7,16,6,6
1979,8,88,14,18
1979,9,50,14,13
1979,10,153,43,20
1979,11,98,20,26
1979,12,216,34,26
1980,1,134,21,20
1980,2,150,25,19
1980,3,109,22,24
1980,4,37,13,7
1980,5,36,11,9
1980,6,46,11,22
1980,7,118,24,22
1980,8,123,27,16
1980,9,150,34,17
1980,10,157,23,21
1980,11,107,29,17
1980,12,131,27,23
1981,1,41,8,16
1981,2,97,18,16
1981,3,213,29,22
1981,4,30,17,8
1981,5,216,30,26
1981,6,74,15,14
1981,7,36,13,17
1981,8,18,7,8
1981,9,169,27,23
1981,10,79,19,23
1981,11,106,21,19
1981,12,168,52,18
1982,1,136,28,22
1982,2,168,41,22
1982,3,105,12,20
1982,4,46,27,7
1982,5,92,11,21
1982,6,165,43,17
1982,7,29,5,11
1982,8,104,32,18
1982,9,120,23,19
1982,10,209,37,24
1982,11,190,35,25
1982,12,143,32,24
1983,1,144,20,23
1983,2,99,48,15
1983,3,103,20,22
1983,4,85,18,19
1983,5,99,14,22
1983,6,56,10,13
1983,7,39,33,8
1983,8,71,19,13
1983,9,194,33,26
1983,10,112,19,20
1983,11,77,18,13
1983,12,150,29,20
1984,1,194,21,25
1984,2,85,17,15
1984,3,60,28,13
1984,4,53,13,12
1984,5,43,14,8
1984,6,47,16,8
1984,7,46,17,10
1984,8,59,24,14
1984,9,88,19,19
1984,10,123,19,22
1984,11,187,35,20
1984,12,99,11,25
1985,1,102,32,15
1985,2,123,29,19
1985,3,115,23,18
1985,4,66,14,15
1985,5,53,10,15
1985,6,101,33,17
1985,7,50,13,18
1985,8,177,23,26
1985,9,80,22,20
1985,10,84,14,12
1985,11,99,23,13
1985,12,180,27,24
1986,1,105,20,24
1986,2,5,2,7
1986,3,115,14,24
1986,4,40,7,16
1986,5,142,26,27
1986,6,74,23,17
1986,7,68,20,18
1986,8,226,64,18
1986,9,4,1,7
1986,10,91,10,20
1986,11,147,24,27
1986,12,221,28,26
1987,1,78,25,14
1987,2,129,30,15
1987,3,129,29,21
1987,4,98,27,19
1987,5,24,8,12
1987,6,122,27,19
1987,7,42,14,9
1987,8,88,37,16
1987,9,119,24,20
1987,10,147,21,22
1987,11,74,12,18
1987,12,184,29,22
1988,1,256,45,29
1988,2,80,15,17
1988,3,115,25,23
1988,4,67,15,14
1988,5,117,35,15
1988,6,59,38,9
1988,7,131,34,23
1988,8,116,24,20
1988,9,34,11,10
1988,10,238,57,22
1988,11,56,17,13
1988,12,65,20,14
1989,1,100,21,23
1989,2,118,19,22
1989,3,167,28,28
1989,4,60,12,16
1989,5,8,2,11
1989,6,62,30,12
1989,7,12,3,7
1989,8,101,33,15
1989,9,71,18,9
1989,10,121,23,22
1989,11,78,12,20
1989,12,239,50,16
1990,1,166,26,29
1990,2,213,23,28
1990,3,25,9,17
1990,4,31,6,13
1990,5,33,10,8
1990,6,125,32,18
1990,7,68,28,11
1990,8,38,9,15
1990,9,38,22,12
1990,10,144,34,24
1990,11,54,13,11
1990,12,93,25,17
1991,1,117,23,19
1991,2,121,31,16
1991,3,139,20,19
1991,4,120,17,21
1991,5,4,3,3
1991,6,92,16,23
1991,7,87,23,19
1991,8,20,4,8
1991,9,114,40,15
1991,10,148,46,18
1991,11,136,49,20
1991,12,23,4,11
1992,1,40,11,10
1992,2,79,15,18
1992,3,65,28,24
1992,4,101,34,18
1992,5,98,20,15
1992,6,26,9,6
1992,7,120,20,22
1992,8,115,19,20
1992,9,110,30,22
1992,10,30,6,16
1992,11,141,28,26
1992,12,88,27,17
1993,1,169,25,24
1993,2,20,10,13
1993,3,74,36,19
1993,4,109,27,19
1993,5,160,32,19
1993,6,97,32,14
1993,7,90,20,18
1993,8,27,8,12
1993,9,216,59,20
1993,10,50,20,9
1993,11,121,23,21
1993,12,198,22,28
1994,1,154,18,26
1994,2,236,37,21
1994,3,101,20,24
1994,4,97,25,21
1994,5,124,18,20
1994,6,45,13,13
1994,7,124,23,18
1994,8,69,18,14
1994,9,70,13,19
1994,10,87,18,16
1994,11,146,27,21
1994,12,191,28,26
1995,1,178,17,24
1995,2,164,26,26
1995,3,97,39,19
1995,4,23,10,11
1995,5,77,17,20
1995,6,20,6,8
1995,7,81,20,15
1995,8,11,3,7
1995,9,68,21,13
1995,10,234,56,21
1995,11,122,25,21
1995,12,173,36,18
1996,1,217,24,25
1996,2,135,30,18
1996,3,201,55,17
1996,4,114,25,17
1996,5,69,15,18
1996,6,46,9,11
1996,7,67,24,12
1996,8,134,35,14
1996,9,36,18,12
1996,10,239,40,27
1996,11,118,21,22
1996,12,50,13,16
1997,1,61,14,14
1997,2,155,17,25
1997,3,31,11,16
1997,4,48,14,6
1997,5,66,12,19
1997,6,101,20,18
1997,7,47,14,15
1997,8,231,59,24
1997,9,73,16,18
1997,10,113,52,16
1997,11,215,40,25
1997,12,127,22,21
1998,1,178,30,19
1998,2,20,5,14
1998,3,107,32,19
1998,4,139,34,23
1998,5,52,16,16
1998,6,128,22,22
1998,7,74,12,18
1998,8,106,50,15
1998,9,91,13,21
1998,10,167,27,22
1998,11,137,20,19
1998,12,177,23,26
1999,1,140,15,24
1999,2,27,5,19
1999,3,53,11,21
1999,4,106,34,22
1999,5,56,12,13
1999,6,35,14,12
1999,7,21,7,10
1999,8,199,53,20
1999,9,180,28,22
1999,10,79,9,16
1999,11,77,22,16
1999,12,194,30,25
2000,1,51,18,14
2000,2,111,13,24
2000,3,22,6,10
2000,4,47,10,13
2000,5,73,15,16
2000,6,68,17,15
2000,7,61,34,13
2000,8,41,8,18
2000,9,107,17,21
2000,10,184,35,24
2000,11,190,41,25
2000,12,187,25,24
2001,1,86,17,19
2001,2,129,21,15
2001,3,116,26,23
2001,4,70,13,20
2001,5,22,6,9
2001,6,57,26,15
2001,7,117,48,13
2001,8,154,49,23
2001,9,71,22,10
2001,10,127,27,24
2001,11,31,8,16
2001,12,72,30,13
2002,1,242,31,25
2002,2,143,20,21
2002,3,59,9,17
2002,4,114,22,16
2002,5,162,32,21
2002,6,105,24,20
2002,7,54,12,14
2002,8,47,9,15
2002,9,37,18,8
2002,10,213,33,25
2002,11,214,47,29
2002,12,143,20,23
2003,1,75,16,20
2003,2,81,17,18
2003,3,71,14,17
2003,4,123,34,15
2003,5,109,20,27
2003,6,107,35,15
2003,7,95,20,15
2003,8,23,12,6
2003,9,55,10,16
2003,10,27,7,11
2003,11,125,22,21
2003,12,72,19,20
2004,1,107,19,22
2004,2,77,27,13
2004,3,119,21,20
2004,4,59,9,22
2004,5,46,20,8
2004,6,100,35,14
2004,7,54,17,19
2004,8,178,29,20
2004,9,99,16,20
2004,10,167,37,23
2004,11,35,16,13
2004,12,70,24,23
2005,1,124,26,22
2005,2,29,7,14
2005,3,83,32,17
2005,4,134,24,22
2005,5,94,16,16
2005,6,53,13,15
2005,7,105,73,12
2005,8,52,15,12
2005,9,111,20,20
2005,10,219,37,21
2005,11,108,27,19
2005,12,74,17,21
2006,1,48,12,15
2006,2,28,9,12
2006,3,112,24,21
2006,4,30,8,15
2006,5,134,27,23
2006,6,14,6,11
2006,7,58,14,15
2006,8,69,23,12
2006,9,179,28,21
2006,10,184,37,20
2006,11,155,38,21
2006,12,183,32,23
2007,1,87,15,22
2007,2,141,23,20
2007,3,89,28,16
2007,4,27,10,8
2007,5,64,14,19
2007,6,156,33,18
2007,7,116,21,26
2007,8,80,35,19
2007,9,36,20,9
2007,10,64,13,15
2007,11,57,19,18
2007,12,134,20,19
2008,1,195,35,27
2008,2,49,13,17
2008,3,113,30,24
2008,4,53,8,17
2008,5,75,29,17
2008,6,138,24,16
2008,7,148,29,18
2008,8,163,18,28
2008,9,123,39,14
2008,10,139,27,27
2008,11,79,23,17
2008,12,60,15,16
2009,1,201,38,24
2009,2,17,3,12
2009,3,41,10,19
2009,4,159,23,20
2009,5,85,15,16
2009,6,84,32,14
2009,7,203,36,27
2009,8,155,24,23
2009,9,53,15,11
2009,10,180,27,21
2009,11,232,30,29
2009,12,157,41,19
2010,1,125,21,14
2010,2,42,19,12
2010,3,96,18,17
2010,4,40,18,12
2010,5,47,10,12
2010,6,63,21,15
2010,7,119,25,22
2010,8,17,8,10
2010,9,81,16,22
2010,10,118,26,24
2010,11,85,29,20
2010,12,66,27,9
2011,1,75,17,11
2011,2,127,17,23
2011,3,35,7,12
2011,4,39,12,13
2011,5,122,22,18
2011,6,88,23,17
2011,7,40,13,13
2011,8,53,9,14
2011,9,112,16,24
2011,10,91,24,22
2011,11,148,35,23
2011,12,87,22,26
1962,1,41,7,16
1962,2,26,5,14
1962,3,53,15,13
1962,4,40,7,13
1962,5,56,18,19
1962,6,24,7,11
1962,7,68,18,15
1962,8,73,17,17
1962,9,129,31,19
1962,10,16,8,8
1962,11,47,9,14
1962,12,75,12,20
1963,1,41,9,12
1963,2,61,22,10
1963,3,65,15,16
1963,4,47,6,19
1963,5,42,7,20
1963,6,54,15,17
1963,7,23,6,13
1963,8,103,53,20
1963,9,44,12,12
1963,10,47,9,15
1963,11,95,17,21
1963,12,16,4,10
1964,1,14,3,10
1964,2,28,5,13
1964,3,106,18,18
1964,4,62,15,23
1964,5,45,7,16
1964,6,51,9,17
1964,7,47,24,13
1964,8,81,18,16
1964,9,51,16,12
1964,10,62,16,18
1964,11,26,8,12
1964,12,111,18,18
1965,1,97,24,20
1965,2,4,1,6
1965,3,54,10,16
1965,4,45,9,16
1965,5,51,10,18
1965,6,72,16,16
1965,7,79,14,20
1965,8,55,13,18
1965,9,67,24,16
1965,10,41,11,10
1965,11,182,44,19
1965,12,97,17,23
1966,1,94,27,16
1966,2,114,25,21
1966,3,40,11,11
1966,4,151,26,17
1966,5,52,9,16
1966,6,119,46,22
1966,7,37,12,12
1966,8,56,27,15
1966,9,61,22,13
1966,10,132,22,16
1966,11,43,8,20
1966,12,115,16,23
1967,1,48,9,17
1967,2,83,28,17
1967,3,26,14,13
1967,4,33,7,9
1967,5,129,15,30
1967,6,11,3,6
1967,7,83,34,20
1967,8,64,14,19
1967,9,115,29,19
1967,10,94,23,25
1967,11,45,22,15
1967,12,45,10,15
1968,1,96,25,18
1968,2,15,6,9
1968,3,41,10,14
1968,4,58,11,11
1968,5,51,9,17
1968,6,51,10,11
1968,7,15,4,8
1968,8,106,35,9
1968,9,103,16,20
1968,10,59,18,18
1968,11,78,16,17
1968,12,109,41,19
1969,1,105,24,18
1969,2,41,15,14
1969,3,46,12,11
1969,4,62,14,14
1969,5,111,19,24
1969,6,46,13,13
1969,7,43,24,8
1969,8,34,12,10
1969,9,44,27,11
1969,10,11,2,12
1969,11,90,25,15
1969,12,63,13,19
1970,1,62,13,19
1970,2,60,9,18
1970,3,32,6,16
1970,4,85,26,22
1970,5,13,5,7
1970,6,31,13,10
1970,7,68,11,15
1970,8,68,19,12
1970,9,53,10,18
1970,10,59,15,13
1970,11,128,27,24
1970,12,50,15,15
1971,1,39,14,16
1971,2,39,14,10
1971,3,78,35,13
1971,4,52,19,11
1971,5,34,12,14
1971,6,71,19,17
1971,7,62,25,8
1971,8,66,20,14
1971,9,27,14,6
1971,10,34,9,13
1971,11,48,12,14
1971,12,36,20,11
1972,1,110,16,22
1972,2,59,14,14
1972,3,50,11,13
1972,4,49,10,13
1972,5,66,8,20
1972,6,58,20,23
1972,7,41,13,12
1972,8,24,7,10
1972,9,7,3,5
1972,10,40,21,9
1972,11,78,31,14
1972,12,82,32,20
1973,1,52,11,15
1973,2,32,7,15
1973,3,11,3,7
1973,4,48,11,17
1973,5,70,13,19
1973,6,20,7,7
1973,7,72,30,11
1973,8,108,18,19
1973,9,76,15,14
1973,10,59,22,13
1973,11,60,14,15
1973,12,72,18,22
1974,1,81,12,24
1974,2,50,8,17
1974,3,31,11,14
1974,4,43,20,6
1974,5,87,19,16
1974,6,39,8,10
1974,7,99,18,19
1974,8,30,5,17
1974,9,116,34,21
1974,10,26,6,16
1974,11,57,20,16
1974,12,37,6,18
1975,1,82,21,21
1975,2,26,11,9
1975,3,43,8,17
1975,4,42,8,20
1975,5,43,14,8
1975,6,14,8,7
1975,7,27,7,13
1975,8,35,14,12
1975,9,124,40,22
1975,10,55,24,11
1975,11,54,18,10
1975,12,33,16,14
1976,1,66,16,17
1976,2,29,9,11
1976,3,65,14,17
1976,4,17,10,5
1976,5,47,9,20
1976,6,22,9,12
1976,7,82,19,11
1976,8,6,4,2
1976,9,144,34,14
1976,10,156,31,24
1976,11,39,13,14
1976,12,48,8,17
1977,1,57,10,17
1977,2,124,18,23
1977,3,57,9,20
1977,4,43,5,24
1977,5,22,6,8
1977,6,65,19,14
1977,7,26,12,12
1977,8,68,28,14
1977,9,29,6,13
1977,10,76,19,16
1977,11,53,8,19
1977,12,65,12,20
1978,1,59,11,14
1978,2,50,11,14
1978,3,63,12,22
1978,4,29,7,12
1978,5,27,14,11
1978,6,37,12,12
1978,7,50,14,14
1978,8,116,30,14
1978,9,38,7,14
1978,10,31,15,11
1978,11,64,10,16
1978,12,217,24,22
1979,1,42,6,17
1979,2,83,31,10
1979,3,63,16,22
1979,4,53,10,22
1979,5,82,10,22
1979,6,44,15,9
1979,7,47,22,8
1979,8,96,19,23
1979,9,41,13,14
1979,10,119,25,24
1979,11,51,9,12
1979,12,112,20,20
1980,1,115,30,16
1980,2,68,12,17
1980,3,73,20,22
1980,4,8,6,5
1980,5,41,12,11
1980,6,79,13,24
1980,7,39,10,14
1980,8,97,29,18
1980,9,97,35,18
1980,10,113,19,22
1980,11,41,9,14
1980,12,49,11,19
1981,1,32,8,13
1981,2,48,11,14
1981,3,101,20,24
1981,4,49,26,10
1981,5,92,9,24
1981,6,77,21,16
1981,7,35,10,15
1981,8,11,6,9
1981,9,102,22,18
1981,10,109,33,23
1981,11,48,19,16
1981,12,133,29,19
1982,1,50,18,14
1982,2,23,3,16
1982,3,45,5,18
1982,4,19,6,4
1982,5,59,10,18
1982,6,102,27,15
1982,7,9,2,10
1982,8,65,16,19
1982,9,84,19,17
1982,10,88,18,21
1982,11,128,55,23
1982,12,70,14,17
1983,1,63,13,21
1983,2,44,8,16
1983,3,61,8,19
1983,4,67,15,18
1983,5,79,30,16
1983,6,54,13,12
1983,7,18,5,9
1983,8,45,15,11
1983,9,76,14,17
1983,10,47,9,16
1983,11,21,5,7
1983,12,123,24,18
1984,1,99,12,24
1984,2,60,13,14
1984,3,53,24,14
1984,4,32,12,8
1984,5,34,7,12
1984,6,38,10,10
1984,7,30,10,9
1984,8,95,26,13
1984,9,76,22,17
1984,10,56,15,17
1984,11,97,19,18
1984,12,87,27,19
1985,1,66,23,19
1985,2,52,15,9
1985,3,72,19,14
1985,4,40,10,14
1985,5,70,22,14
1985,6,78,20,17
1985,7,107,26,17
1985,8,124,24,27
1985,9,38,11,18
1985,10,19,6,7
1985,11,33,6,16
1985,12,72,14,18
1986,1,103,25,25
1986,2,10,3,8
1986,3,64,18,21
1986,4,48,7,16
1986,5,62,12,21
1986,6,82,18,16
1986,7,57,9,24
1986,8,158,60,15
1986,9,3,2,3
1986,10,57,26,16
1986,11,102,20,21
1986,12,71,20,22
1987,1,36,8,12
1987,2,34,10,12
1987,3,56,9,18
1987,4,71,23,14
1987,5,21,5,14
1987,6,112,18,23
1987,7,32,16,11
1987,8,87,20,16
1987,9,75,20,18
1987,10,124,47,23
1987,11,47,15,12
1987,12,39,9,15
1988,1,118,19,25
1988,2,34,8,16
1988,3,85,12,23
1988,4,24,5,11
1988,5,72,17,17
1988,6,38,9,9
1988,7,80,28,24
1988,8,54,17,19
1988,9,41,11,13
1988,10,79,24,17
1988,11,23,6,12
1988,12,40,8,9
1989,1,27,6,12
1989,2,42,7,15
1989,3,54,8,23
1989,4,79,13,18
1989,5,13,3,7
1989,6,67,18,14
1989,7,9,2,8
1989,8,81,22,16
1989,9,25,13,10
1989,10,62,16,20
1989,11,35,15,16
1989,12,55,18,13
1990,1,68,13,21
1990,2,108,17,19
1990,3,10,4,8
1990,4,24,4,15
1990,5,39,12,10
1990,6,71,15,17
1990,7,48,32,11
1990,8,49,15,12
1990,9,16,3,10
1990,10,149,45,20
1990,11,64,13,14
1990,12,78,13,15
1991,1,71,24,16
1991,2,59,14,18
1991,3,91,16,15
1991,4,92,20,18
1991,5,3,1,3
1991,6,79,21,22
1991,7,26,6,17
1991,8,36,10,13
1991,9,42,14,11
1991,10,85,17,19
1991,11,50,7,16
1991,12,38,9,11
1992,1,32,14,5
1992,2,24,8,13
1992,3,64,10,23
1992,4,70,11,22
1992,5,39,12,9
1992,6,38,23,7
1992,7,69,22,19
1992,8,85,26,17
1992,9,64,14,19
1992,10,30,12,14
1992,11,63,14,22
1992,12,41,9,13
1993,1,57,9,24
1993,2,19,8,7
1993,3,26,7,15
1993,4,48,9,19
1993,5,149,45,21
1993,6,148,82,15
1993,7,60,11,22
1993,8,36,8,14
1993,9,90,17,16
1993,10,86,31,10
1993,11,45,13,15
1993,12,105,12,27
1994,1,83,9,24
1994,2,99,20,19
1994,3,72,13,25
1994,4,60,8,17
1994,5,51,17,15
1994,6,20,5,13
1994,7,64,11,18
1994,8,57,13,18
1994,9,97,21,21
1994,10,41,9,14
1994,11,54,11,16
1994,12,88,21,22
1995,1,105,27,18
1995,2,92,13,22
1995,3,44,8,20
1995,4,27,12,9
1995,5,49,10,16
1995,6,11,5,7
1995,7,70,39,16
1995,8,7,5,4
1995,9,43,6,16
1995,10,38,6,16
1995,11,147,38,19
1995,12,71,14,17
1996,1,85,13,23
1996,2,62,20,14
1996,3,69,17,19
1996,4,60,10,16
1996,5,66,14,19
1996,6,20,5,9
1996,7,37,11,15
1996,8,102,34,16
1996,9,19,11,10
1996,10,101,23,22
1996,11,103,23,23
1996,12,54,20,14
1997,1,15,4,9
1997,2,60,9,24
1997,3,15,4,10
1997,4,48,23,8
1997,5,61,16,14
1997,6,125,30,14
1997,7,53,7,17
1997,8,80,11,22
1997,9,19,4,15
1997,10,67,13,12
1997,11,86,17,22
1997,12,90,24,17
1998,1,79,16,20
1998,2,14,3,13
1998,3,65,12,17
1998,4,115,26,26
1998,5,29,5,13
1998,6,111,21,24
1998,7,54,8,22
1998,8,45,8,15
1998,9,95,22,21
1998,10,75,14,23
1998,11,76,16,22
1998,12,70,11,23
1999,1,71,15,21
1999,2,36,7,16
1999,3,31,8,13
1999,4,74,11,21
1999,5,39,15,12
1999,6,56,16,16
1999,7,35,9,11
1999,8,106,48,15
1999,9,104,19,20
1999,10,29,8,13
1999,11,43,10,13
1999,12,82,14,21
2000,1,40,14,15
2000,2,45,4,23
2000,3,20,7,13
2000,4,89,17,19
2000,5,50,12,18
2000,6,34,6,16
2000,7,43,14,11
2000,8,62,11,19
2000,9,99,22,22
2000,10,86,11,23
2000,11,141,62,25
2000,12,125,42,23
2001,1,32,5,16
2001,2,48,10,17
2001,3,56,11,18
2001,4,77,13,22
2001,5,49,18,12
2001,6,41,12,13
2001,7,30,7,13
2001,8,97,20,21
2001,9,41,13,15
2001,10,90,33,22
2001,11,40,10,19
2001,12,21,6,12
2002,1,48,7,18
2002,2,125,17,22
2002,3,30,8,14
2002,4,81,20,18
2002,5,120,42,20
2002,6,82,14,20
2002,7,68,12,16
2002,8,50,10,18
2002,9,22,7,8
2002,10,180,53,20
2002,11,186,50,25
2002,12,105,17,23
2003,1,53,10,17
2003,2,21,5,13
2003,3,30,12,11
2003,4,34,17,12
2003,5,96,19,22
2003,6,88,23,15
2003,7,46,12,19
2003,8,14,4,8
2003,9,37,8,11
2003,10,106,31,13
2003,11,54,13,13
2003,12,60,18,16
2004,1,82,14,22
2004,2,19,6,9
2004,3,44,8,17
2004,4,31,4,18
2004,5,49,14,9
2004,6,50,23,18
2004,7,37,7,18
2004,8,133,22,18
2004,9,98,18,16
2004,10,120,22,23
2004,11,39,13,16
2004,12,44,9,22
2005,1,63,25,20
2005,2,40,10,16
2005,3,14,2,13
2005,4,57,2,14
2005,5,69,22,20
2005,6,28,6,11
2005,7,83,37,16
2005,8,25,3,15
2005,9,55,13,13
2005,10,101,28,19
2005,11,50,15,14
2005,12,68,22,15
2006,1,16,3,11
2006,2,38,10,12
2006,3,68,11,24
2006,4,40,7,15
2006,5,125,15,16
2006,6,19,4,15
2006,7,18,6,10
2006,8,57,18,20
2006,9,89,19,19
2006,10,102,26,16
2006,11,69,24,17
2006,12,94,13,19
2007,1,72,13,19
2007,2,77,14,18
2007,3,62,15,19
2007,4,14,11,5
2007,5,35,11,4
2007,6,134,23,20
2007,7,119,16,28
2007,8,95,19,18
2007,9,39,9,14
2007,10,15,3,9
2007,11,54,20,18
2007,12,64,11,16
2008,1,96,19,22
2008,2,14,3,11
2008,3,102,35,22
2008,4,27,4,17
2008,5,32,8,13
2008,6,76,14,17
2008,7,111,26,19
2008,8,192,68,23
2008,9,111,40,18
2008,10,97,18,21
2008,11,39,10,19
2008,12,39,10,15
2009,1,62,8,18
2009,2,56,28,10
2009,3,25,5,17
2009,4,71,11,19
2009,5,75,15,22
2009,6,76,28,12
2009,7,153,39,22
2009,8,69,22,20
2009,9,24,13,9
2009,10,84,22,20
2009,11,149,28,26
2009,12,71,20,18
2010,1,42,10,14
2010,2,36,8,14
2010,3,54,16,11
2010,4,26,5,11
2010,5,48,19,13
2010,6,43,15,7
2010,7,74,19,18
2010,8,48,8,17
2010,9,105,17,19
2010,10,29,6,12
2010,11,100,11,24
2010,12,57,12,16
2011,1,29,10,13
2011,2,75,18,22
2011,3,19,8,10
2011,4,28,12,12
2011,5,37,6,21
2011,6,64,10,18
2011,7,42,7,17
2011,8,39,6,19
2011,9,87,42,19
2011,10,147,71,18
2011,11,48,11,11
2011,12,52,5,23
